Geography,County,State
"Norfolk city, Virginia",Norfolk city,Virginia
"Norton city, Virginia",Norton city,Virginia
"Petersburg city, Virginia",Petersburg city,Virginia
"Poquoson city, Virginia",Poquoson city,Virginia
"Portsmouth city, Virginia",Portsmouth city,Virginia
"Radford city, Virginia",Radford city,Virginia
"Richmond city, Virginia",Richmond city,Virginia
"Roanoke city, Virginia",Roanoke city,Virginia
"Salem city, Virginia",Salem city,Virginia
"Staunton city, Virginia",Staunton city,Virginia
"Suffolk city, Virginia",Suffolk city,Virginia
"Virginia Beach city, Virginia",Virginia Beach city,Virginia
"Waynesboro city, Virginia",Waynesboro city,Virginia
"Williamsburg city, Virginia",Williamsburg city,Virginia
"Winchester city, Virginia",Winchester city,Virginia
"Adams County, Washington",Adams County,Washington
"Asotin County, Washington",Asotin County,Washington
"Benton County, Washington",Benton County,Washington
"Chelan County, Washington",Chelan County,Washington
"Clallam County, Washington",Clallam County,Washington
"Clark County, Washington",Clark County,Washington
"Columbia County, Washington",Columbia County,Washington
"Cowlitz County, Washington",Cowlitz County,Washington
"Douglas County, Washington",Douglas County,Washington
"Ferry County, Washington",Ferry County,Washington
"Franklin County, Washington",Franklin County,Washington
"Garfield County, Washington",Garfield County,Washington
"Grant County, Washington",Grant County,Washington
"Grays Harbor County, Washington",Grays Harbor County,Washington
"Island County, Washington",Island County,Washington
"Jefferson County, Washington",Jefferson County,Washington
"King County, Washington",King County,Washington
"Kitsap County, Washington",Kitsap County,Washington
"Kittitas County, Washington",Kittitas County,Washington
"Klickitat County, Washington",Klickitat County,Washington
"Lewis County, Washington",Lewis County,Washington
"Lincoln County, Washington",Lincoln County,Washington
"Mason County, Washington",Mason County,Washington
"Okanogan County, Washington",Okanogan County,Washington
"Pacific County, Washington",Pacific County,Washington
"Pend Oreille County, Washington",Pend Oreille County,Washington
"Pierce County, Washington",Pierce County,Washington
"San Juan County, Washington",San Juan County,Washington
"Skagit County, Washington",Skagit County,Washington
"Skamania County, Washington",Skamania County,Washington
"Snohomish County, Washington",Snohomish County,Washington
"Spokane County, Washington",Spokane County,Washington
"Stevens County, Washington",Stevens County,Washington
"Thurston County, Washington",Thurston County,Washington
"Wahkiakum County, Washington",Wahkiakum County,Washington
"Walla Walla County, Washington",Walla Walla County,Washington
"Whatcom County, Washington",Whatcom County,Washington
"Whitman County, Washington",Whitman County,Washington
"Yakima County, Washington",Yakima County,Washington
"Barbour County, West Virginia",Barbour County,West Virginia
"Berkeley County, West Virginia",Berkeley County,West Virginia
"Boone County, West Virginia",Boone County,West Virginia
"Braxton County, West Virginia",Braxton County,West Virginia
"Brooke County, West Virginia",Brooke County,West Virginia
"Cabell County, West Virginia",Cabell County,West Virginia
"Calhoun County, West Virginia",Calhoun County,West Virginia
"Clay County, West Virginia",Clay County,West Virginia
"Doddridge County, West Virginia",Doddridge County,West Virginia
"Fayette County, West Virginia",Fayette County,West Virginia
"Gilmer County, West Virginia",Gilmer County,West Virginia
"Grant County, West Virginia",Grant County,West Virginia
"Greenbrier County, West Virginia",Greenbrier County,West Virginia
"Hampshire County, West Virginia",Hampshire County,West Virginia
"Hancock County, West Virginia",Hancock County,West Virginia
"Hardy County, West Virginia",Hardy County,West Virginia
"Harrison County, West Virginia",Harrison County,West Virginia
"Jackson County, West Virginia",Jackson County,West Virginia
"Jefferson County, West Virginia",Jefferson County,West Virginia
"Kanawha County, West Virginia",Kanawha County,West Virginia
"Lewis County, West Virginia",Lewis County,West Virginia
"Lincoln County, West Virginia",Lincoln County,West Virginia
"Logan County, West Virginia",Logan County,West Virginia
"McDowell County, West Virginia",McDowell County,West Virginia
"Marion County, West Virginia",Marion County,West Virginia
"Marshall County, West Virginia",Marshall County,West Virginia
"Mason County, West Virginia",Mason County,West Virginia
"Mercer County, West Virginia",Mercer County,West Virginia
"Mineral County, West Virginia",Mineral County,West Virginia
"Mingo County, West Virginia",Mingo County,West Virginia
"Monongalia County, West Virginia",Monongalia County,West Virginia
"Monroe County, West Virginia",Monroe County,West Virginia
"Morgan County, West Virginia",Morgan County,West Virginia
"Nicholas County, West Virginia",Nicholas County,West Virginia
"Ohio County, West Virginia",Ohio County,West Virginia
"Pendleton County, West Virginia",Pendleton County,West Virginia
"Pleasants County, West Virginia",Pleasants County,West Virginia
"Pocahontas County, West Virginia",Pocahontas County,West Virginia
"Preston County, West Virginia",Preston County,West Virginia
"Putnam County, West Virginia",Putnam County,West Virginia
"Raleigh County, West Virginia",Raleigh County,West Virginia
"Randolph County, West Virginia",Randolph County,West Virginia
"Ritchie County, West Virginia",Ritchie County,West Virginia
"Roane County, West Virginia",Roane County,West Virginia
"Summers County, West Virginia",Summers County,West Virginia
"Taylor County, West Virginia",Taylor County,West Virginia
"Tucker County, West Virginia",Tucker County,West Virginia
"Tyler County, West Virginia",Tyler County,West Virginia
"Upshur County, West Virginia",Upshur County,West Virginia
"Wayne County, West Virginia",Wayne County,West Virginia
"Webster County, West Virginia",Webster County,West Virginia
"Wetzel County, West Virginia",Wetzel County,West Virginia
"Wirt County, West Virginia",Wirt County,West Virginia
"Wood County, West Virginia",Wood County,West Virginia
"Wyoming County, West Virginia",Wyoming County,West Virginia
"Adams County, Wisconsin",Adams County,Wisconsin
"Ashland County, Wisconsin",Ashland County,Wisconsin
"Barron County, Wisconsin",Barron County,Wisconsin
"Bayfield County, Wisconsin",Bayfield County,Wisconsin
"Brown County, Wisconsin",Brown County,Wisconsin
"Buffalo County, Wisconsin",Buffalo County,Wisconsin
"Burnett County, Wisconsin",Burnett County,Wisconsin
"Calumet County, Wisconsin",Calumet County,Wisconsin
"Chippewa County, Wisconsin",Chippewa County,Wisconsin
"Clark County, Wisconsin",Clark County,Wisconsin
"Columbia County, Wisconsin",Columbia County,Wisconsin
"Crawford County, Wisconsin",Crawford County,Wisconsin
"Dane County, Wisconsin",Dane County,Wisconsin
"Dodge County, Wisconsin",Dodge County,Wisconsin
"Door County, Wisconsin",Door County,Wisconsin
"Douglas County, Wisconsin",Douglas County,Wisconsin
"Dunn County, Wisconsin",Dunn County,Wisconsin
"Eau Claire County, Wisconsin",Eau Claire County,Wisconsin
"Florence County, Wisconsin",Florence County,Wisconsin
"Fond du Lac County, Wisconsin",Fond du Lac County,Wisconsin
"Forest County, Wisconsin",Forest County,Wisconsin
"Grant County, Wisconsin",Grant County,Wisconsin
"Green County, Wisconsin",Green County,Wisconsin
"Green Lake County, Wisconsin",Green Lake County,Wisconsin
"Iowa County, Wisconsin",Iowa County,Wisconsin
"Iron County, Wisconsin",Iron County,Wisconsin
"Jackson County, Wisconsin",Jackson County,Wisconsin
"Jefferson County, Wisconsin",Jefferson County,Wisconsin
"Juneau County, Wisconsin",Juneau County,Wisconsin
"Kenosha County, Wisconsin",Kenosha County,Wisconsin
"Kewaunee County, Wisconsin",Kewaunee County,Wisconsin
"La Crosse County, Wisconsin",La Crosse County,Wisconsin
"Lafayette County, Wisconsin",Lafayette County,Wisconsin
"Langlade County, Wisconsin",Langlade County,Wisconsin
"Lincoln County, Wisconsin",Lincoln County,Wisconsin
"Manitowoc County, Wisconsin",Manitowoc County,Wisconsin
"Marathon County, Wisconsin",Marathon County,Wisconsin
"Marinette County, Wisconsin",Marinette County,Wisconsin
"Marquette County, Wisconsin",Marquette County,Wisconsin
"Menominee County, Wisconsin",Menominee County,Wisconsin
"Milwaukee County, Wisconsin",Milwaukee County,Wisconsin
"Monroe County, Wisconsin",Monroe County,Wisconsin
"Oconto County, Wisconsin",Oconto County,Wisconsin
"Oneida County, Wisconsin",Oneida County,Wisconsin
"Outagamie County, Wisconsin",Outagamie County,Wisconsin
"Ozaukee County, Wisconsin",Ozaukee County,Wisconsin
"Pepin County, Wisconsin",Pepin County,Wisconsin
"Pierce County, Wisconsin",Pierce County,Wisconsin
"Polk County, Wisconsin",Polk County,Wisconsin
"Portage County, Wisconsin",Portage County,Wisconsin
"Price County, Wisconsin",Price County,Wisconsin
"Racine County, Wisconsin",Racine County,Wisconsin
"Richland County, Wisconsin",Richland County,Wisconsin
"Rock County, Wisconsin",Rock County,Wisconsin
"Rusk County, Wisconsin",Rusk County,Wisconsin
"St. Croix County, Wisconsin",St. Croix County,Wisconsin
"Sauk County, Wisconsin",Sauk County,Wisconsin
"Sawyer County, Wisconsin",Sawyer County,Wisconsin
"Shawano County, Wisconsin",Shawano County,Wisconsin
"Sheboygan County, Wisconsin",Sheboygan County,Wisconsin
"Taylor County, Wisconsin",Taylor County,Wisconsin
"Trempealeau County, Wisconsin",Trempealeau County,Wisconsin
"Vernon County, Wisconsin",Vernon County,Wisconsin
"Vilas County, Wisconsin",Vilas County,Wisconsin
"Walworth County, Wisconsin",Walworth County,Wisconsin
"Washburn County, Wisconsin",Washburn County,Wisconsin
"Washington County, Wisconsin",Washington County,Wisconsin
"Waukesha County, Wisconsin",Waukesha County,Wisconsin
"Waupaca County, Wisconsin",Waupaca County,Wisconsin
"Waushara County, Wisconsin",Waushara County,Wisconsin
"Winnebago County, Wisconsin",Winnebago County,Wisconsin
"Wood County, Wisconsin",Wood County,Wisconsin
"Albany County, Wyoming",Albany County,Wyoming
"Big Horn County, Wyoming",Big Horn County,Wyoming
"Campbell County, Wyoming",Campbell County,Wyoming
"Carbon County, Wyoming",Carbon County,Wyoming
"Converse County, Wyoming",Converse County,Wyoming
"Crook County, Wyoming",Crook County,Wyoming
"Fremont County, Wyoming",Fremont County,Wyoming
"Goshen County, Wyoming",Goshen County,Wyoming
"Hot Springs County, Wyoming",Hot Springs County,Wyoming
"Johnson County, Wyoming",Johnson County,Wyoming
"Laramie County, Wyoming",Laramie County,Wyoming
"Lincoln County, Wyoming",Lincoln County,Wyoming
"Natrona County, Wyoming",Natrona County,Wyoming
"Niobrara County, Wyoming",Niobrara County,Wyoming
"Park County, Wyoming",Park County,Wyoming
"Platte County, Wyoming",Platte County,Wyoming
"Sheridan County, Wyoming",Sheridan County,Wyoming
"Sublette County, Wyoming",Sublette County,Wyoming
"Sweetwater County, Wyoming",Sweetwater County,Wyoming
"Teton County, Wyoming",Teton County,Wyoming
"Uinta County, Wyoming",Uinta County,Wyoming
"Washakie County, Wyoming",Washakie County,Wyoming
"Weston County, Wyoming",Weston County,Wyoming
