Geography,County,state,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
"Long County, Georgia",Long County, Georgia,117500,22813
"Lowndes County, Georgia",Lowndes County, Georgia,129700,4671
"Lumpkin County, Georgia",Lumpkin County, Georgia,176300,13367
"McDuffie County, Georgia",McDuffie County, Georgia,102500,12094
"McIntosh County, Georgia",McIntosh County, Georgia,112700,11168
"Macon County, Georgia",Macon County, Georgia,61300,10659
"Madison County, Georgia",Madison County, Georgia,121600,6749
"Marion County, Georgia",Marion County, Georgia,86300,11542
"Meriwether County, Georgia",Meriwether County, Georgia,91300,8654
"Miller County, Georgia",Miller County, Georgia,88500,5665
"Mitchell County, Georgia",Mitchell County, Georgia,82500,6829
"Monroe County, Georgia",Monroe County, Georgia,159900,8921
"Montgomery County, Georgia",Montgomery County, Georgia,76500,7893
"Morgan County, Georgia",Morgan County, Georgia,208200,17616
"Murray County, Georgia",Murray County, Georgia,91700,6792
"Muscogee County, Georgia",Muscogee County, Georgia,140200,3205
"Newton County, Georgia",Newton County, Georgia,123300,3586
"Oconee County, Georgia",Oconee County, Georgia,252000,10594
"Oglethorpe County, Georgia",Oglethorpe County, Georgia,111800,10265
"Paulding County, Georgia",Paulding County, Georgia,150400,3982
"Peach County, Georgia",Peach County, Georgia,126000,11416
"Pickens County, Georgia",Pickens County, Georgia,185700,11660
"Pierce County, Georgia",Pierce County, Georgia,99000,8704
"Pike County, Georgia",Pike County, Georgia,162000,6945
"Polk County, Georgia",Polk County, Georgia,105600,8787
"Pulaski County, Georgia",Pulaski County, Georgia,111100,13625
"Putnam County, Georgia",Putnam County, Georgia,168700,11461
"Quitman County, Georgia",Quitman County, Georgia,67400,12221
"Rabun County, Georgia",Rabun County, Georgia,157800,9264
"Randolph County, Georgia",Randolph County, Georgia,67300,17799
"Richmond County, Georgia",Richmond County, Georgia,100200,2419
"Rockdale County, Georgia",Rockdale County, Georgia,148600,5362
"Schley County, Georgia",Schley County, Georgia,94800,11309
"Screven County, Georgia",Screven County, Georgia,78900,8311
"Seminole County, Georgia",Seminole County, Georgia,77200,12136
"Spalding County, Georgia",Spalding County, Georgia,112400,4654
"Stephens County, Georgia",Stephens County, Georgia,98500,8492
"Stewart County, Georgia",Stewart County, Georgia,51800,8910
"Sumter County, Georgia",Sumter County, Georgia,82600,5516
"Talbot County, Georgia",Talbot County, Georgia,81200,8398
"Taliaferro County, Georgia",Taliaferro County, Georgia,59100,15368
"Tattnall County, Georgia",Tattnall County, Georgia,88100,8123
"Taylor County, Georgia",Taylor County, Georgia,65800,7745
"Telfair County, Georgia",Telfair County, Georgia,55600,7091
"Terrell County, Georgia",Terrell County, Georgia,88600,8169
"Thomas County, Georgia",Thomas County, Georgia,131400,5706
"Tift County, Georgia",Tift County, Georgia,112200,8795
"Toombs County, Georgia",Toombs County, Georgia,97500,6869
"Towns County, Georgia",Towns County, Georgia,197900,13901
"Treutlen County, Georgia",Treutlen County, Georgia,71000,5489
"Troup County, Georgia",Troup County, Georgia,125000,5374
"Turner County, Georgia",Turner County, Georgia,72700,12768
"Twiggs County, Georgia",Twiggs County, Georgia,57000,3646
"Union County, Georgia",Union County, Georgia,191800,10966
"Upson County, Georgia",Upson County, Georgia,84900,3334
"Walker County, Georgia",Walker County, Georgia,111100,5133
"Walton County, Georgia",Walton County, Georgia,164700,3497
"Ware County, Georgia",Ware County, Georgia,78500,4418
"Warren County, Georgia",Warren County, Georgia,62300,5980
"Washington County, Georgia",Washington County, Georgia,82400,4177
"Wayne County, Georgia",Wayne County, Georgia,107300,8541
"Webster County, Georgia",Webster County, Georgia,57200,15501
"Wheeler County, Georgia",Wheeler County, Georgia,46800,15123
"White County, Georgia",White County, Georgia,157900,8721
"Whitfield County, Georgia",Whitfield County, Georgia,124300,5031
"Wilcox County, Georgia",Wilcox County, Georgia,69800,8611
"Wilkes County, Georgia",Wilkes County, Georgia,83400,4931
"Wilkinson County, Georgia",Wilkinson County, Georgia,69100,5863
"Worth County, Georgia",Worth County, Georgia,85600,4909
"Hawaii County, Hawaii",Hawaii County, Hawaii,316000,8267
"Honolulu County, Hawaii",Honolulu County, Hawaii,626400,3236
"Kalawao County, Hawaii",Kalawao County, Hawaii,-,**
"Kauai County, Hawaii",Kauai County, Hawaii,520100,21919
"Maui County, Hawaii",Maui County, Hawaii,569100,11979
"Ada County, Idaho",Ada County, Idaho,219900,2866
"Adams County, Idaho",Adams County, Idaho,166500,14092
"Bannock County, Idaho",Bannock County, Idaho,148300,2787
"Bear Lake County, Idaho",Bear Lake County, Idaho,142100,11936
"Benewah County, Idaho",Benewah County, Idaho,150800,10523
"Bingham County, Idaho",Bingham County, Idaho,147400,6451
"Blaine County, Idaho",Blaine County, Idaho,390300,26288
"Boise County, Idaho",Boise County, Idaho,185100,18819
"Bonner County, Idaho",Bonner County, Idaho,222700,8819
"Bonneville County, Idaho",Bonneville County, Idaho,161000,2186
"Boundary County, Idaho",Boundary County, Idaho,181300,16018
"Butte County, Idaho",Butte County, Idaho,110700,13276
"Camas County, Idaho",Camas County, Idaho,173300,40871
"Canyon County, Idaho",Canyon County, Idaho,144000,2907
"Caribou County, Idaho",Caribou County, Idaho,130600,8616
"Cassia County, Idaho",Cassia County, Idaho,136900,9558
"Clark County, Idaho",Clark County, Idaho,98700,16998
"Clearwater County, Idaho",Clearwater County, Idaho,134400,19406
"Custer County, Idaho",Custer County, Idaho,173300,23389
"Elmore County, Idaho",Elmore County, Idaho,145200,8576
"Franklin County, Idaho",Franklin County, Idaho,168200,7580
"Fremont County, Idaho",Fremont County, Idaho,157700,9326
"Gem County, Idaho",Gem County, Idaho,148800,8558
"Gooding County, Idaho",Gooding County, Idaho,134400,12233
"Idaho County, Idaho",Idaho County, Idaho,164600,6615
"Jefferson County, Idaho",Jefferson County, Idaho,166200,6974
"Jerome County, Idaho",Jerome County, Idaho,144400,8611
"Kootenai County, Idaho",Kootenai County, Idaho,212900,6944
"Latah County, Idaho",Latah County, Idaho,207200,8047
"Lemhi County, Idaho",Lemhi County, Idaho,173400,11358
"Lewis County, Idaho",Lewis County, Idaho,120000,7204
"Lincoln County, Idaho",Lincoln County, Idaho,127200,9104
"Madison County, Idaho",Madison County, Idaho,190500,7578
"Minidoka County, Idaho",Minidoka County, Idaho,121800,5318
"Nez Perce County, Idaho",Nez Perce County, Idaho,172500,3596
"Oneida County, Idaho",Oneida County, Idaho,151600,16147
"Owyhee County, Idaho",Owyhee County, Idaho,125700,10692
"Payette County, Idaho",Payette County, Idaho,138900,7593
"Power County, Idaho",Power County, Idaho,132600,20693
"Shoshone County, Idaho",Shoshone County, Idaho,117500,7020
"Teton County, Idaho",Teton County, Idaho,291600,26640
"Twin Falls County, Idaho",Twin Falls County, Idaho,154200,3664
"Valley County, Idaho",Valley County, Idaho,258000,33423
"Washington County, Idaho",Washington County, Idaho,149100,11341
"Adams County, Illinois",Adams County, Illinois,120200,2833
"Alexander County, Illinois",Alexander County, Illinois,53200,4345
"Bond County, Illinois",Bond County, Illinois,115200,10538
"Boone County, Illinois",Boone County, Illinois,145700,5579
"Brown County, Illinois",Brown County, Illinois,88600,5886
"Bureau County, Illinois",Bureau County, Illinois,106800,3609
"Calhoun County, Illinois",Calhoun County, Illinois,110900,9433
"Carroll County, Illinois",Carroll County, Illinois,99400,5382
"Cass County, Illinois",Cass County, Illinois,76800,3613
"Champaign County, Illinois",Champaign County, Illinois,154800,2450
"Christian County, Illinois",Christian County, Illinois,87500,1956
"Clark County, Illinois",Clark County, Illinois,87400,2645
"Clay County, Illinois",Clay County, Illinois,77200,5289
"Clinton County, Illinois",Clinton County, Illinois,142900,4510
"Coles County, Illinois",Coles County, Illinois,93800,4427
"Cook County, Illinois",Cook County, Illinois,227400,975
"Crawford County, Illinois",Crawford County, Illinois,82900,3125
"Cumberland County, Illinois",Cumberland County, Illinois,94000,8540
"DeKalb County, Illinois",DeKalb County, Illinois,166800,2964
"De Witt County, Illinois",De Witt County, Illinois,98000,4650
"Douglas County, Illinois",Douglas County, Illinois,102700,4843
"DuPage County, Illinois",DuPage County, Illinois,289900,1893
"Edgar County, Illinois",Edgar County, Illinois,80000,3323
"Edwards County, Illinois",Edwards County, Illinois,73500,5406
"Effingham County, Illinois",Effingham County, Illinois,137300,4864
"Fayette County, Illinois",Fayette County, Illinois,84000,3867
"Ford County, Illinois",Ford County, Illinois,100600,6083
"Franklin County, Illinois",Franklin County, Illinois,69900,2381
"Fulton County, Illinois",Fulton County, Illinois,84800,1867
"Gallatin County, Illinois",Gallatin County, Illinois,71500,5483
"Greene County, Illinois",Greene County, Illinois,76900,2872
"Grundy County, Illinois",Grundy County, Illinois,188300,4564
"Hamilton County, Illinois",Hamilton County, Illinois,91500,9499
"Hancock County, Illinois",Hancock County, Illinois,85100,3179
"Hardin County, Illinois",Hardin County, Illinois,63200,6535
"Henderson County, Illinois",Henderson County, Illinois,88100,5202
"Henry County, Illinois",Henry County, Illinois,115800,3394
"Iroquois County, Illinois",Iroquois County, Illinois,96800,3124
"Jackson County, Illinois",Jackson County, Illinois,108600,5736
"Jasper County, Illinois",Jasper County, Illinois,99000,8898
"Jefferson County, Illinois",Jefferson County, Illinois,92700,3978
"Jersey County, Illinois",Jersey County, Illinois,135400,9359
"Jo Daviess County, Illinois",Jo Daviess County, Illinois,143300,7741
"Johnson County, Illinois",Johnson County, Illinois,96600,6341
"Kane County, Illinois",Kane County, Illinois,223400,2852
"Kankakee County, Illinois",Kankakee County, Illinois,140100,3132
"Kendall County, Illinois",Kendall County, Illinois,214700,4936
"Knox County, Illinois",Knox County, Illinois,81700,2214
"Lake County, Illinois",Lake County, Illinois,251400,3501
"LaSalle County, Illinois",LaSalle County, Illinois,126100,3228
"Lawrence County, Illinois",Lawrence County, Illinois,72400,3888
"Lee County, Illinois",Lee County, Illinois,116500,4380
"Livingston County, Illinois",Livingston County, Illinois,109500,3703
"Logan County, Illinois",Logan County, Illinois,101300,3735
"McDonough County, Illinois",McDonough County, Illinois,94600,3900
"McHenry County, Illinois",McHenry County, Illinois,212600,2104
"McLean County, Illinois",McLean County, Illinois,163800,1804
"Macon County, Illinois",Macon County, Illinois,95900,2372
"Macoupin County, Illinois",Macoupin County, Illinois,98400,3591
"Madison County, Illinois",Madison County, Illinois,130200,1974
"Marion County, Illinois",Marion County, Illinois,71900,2648
"Marshall County, Illinois",Marshall County, Illinois,103300,4421
"Mason County, Illinois",Mason County, Illinois,81000,3080
"Massac County, Illinois",Massac County, Illinois,82500,3223
"Menard County, Illinois",Menard County, Illinois,132500,9091
"Mercer County, Illinois",Mercer County, Illinois,105100,6898
"Monroe County, Illinois",Monroe County, Illinois,195500,5970
"Montgomery County, Illinois",Montgomery County, Illinois,81000,4299
"Morgan County, Illinois",Morgan County, Illinois,103400,4829
"Moultrie County, Illinois",Moultrie County, Illinois,107500,6040
"Ogle County, Illinois",Ogle County, Illinois,139900,4231
"Peoria County, Illinois",Peoria County, Illinois,128000,2667
"Perry County, Illinois",Perry County, Illinois,80500,4073
"Piatt County, Illinois",Piatt County, Illinois,128100,7063
"Pike County, Illinois",Pike County, Illinois,74700,2728
"Pope County, Illinois",Pope County, Illinois,84100,6465
"Pulaski County, Illinois",Pulaski County, Illinois,63500,5043
"Putnam County, Illinois",Putnam County, Illinois,120800,6477
"Randolph County, Illinois",Randolph County, Illinois,99900,5380
"Richland County, Illinois",Richland County, Illinois,83200,4246
"Rock Island County, Illinois",Rock Island County, Illinois,115600,1962
"St. Clair County, Illinois",St. Clair County, Illinois,122600,2417
"Saline County, Illinois",Saline County, Illinois,70500,4292
"Sangamon County, Illinois",Sangamon County, Illinois,136100,2214
"Schuyler County, Illinois",Schuyler County, Illinois,83400,6046
"Scott County, Illinois",Scott County, Illinois,87500,7922
"Shelby County, Illinois",Shelby County, Illinois,86800,2644
"Stark County, Illinois",Stark County, Illinois,85600,5119
"Stephenson County, Illinois",Stephenson County, Illinois,97700,2477
"Tazewell County, Illinois",Tazewell County, Illinois,137300,2379
"Union County, Illinois",Union County, Illinois,98600,7757
"Vermilion County, Illinois",Vermilion County, Illinois,75900,1907
"Wabash County, Illinois",Wabash County, Illinois,79000,3540
"Warren County, Illinois",Warren County, Illinois,83900,3821
"Washington County, Illinois",Washington County, Illinois,108100,4261
"Wayne County, Illinois",Wayne County, Illinois,78600,4034
"White County, Illinois",White County, Illinois,69700,3549
"Whiteside County, Illinois",Whiteside County, Illinois,102200,3835
"Will County, Illinois",Will County, Illinois,216400,1905
"Williamson County, Illinois",Williamson County, Illinois,106400,4802
"Winnebago County, Illinois",Winnebago County, Illinois,115900,1504
"Woodford County, Illinois",Woodford County, Illinois,160300,4935
"Adams County, Indiana",Adams County, Indiana,118900,3658
"Allen County, Indiana",Allen County, Indiana,119400,1448
"Bartholomew County, Indiana",Bartholomew County, Indiana,139400,3957
"Benton County, Indiana",Benton County, Indiana,84900,4764
"Blackford County, Indiana",Blackford County, Indiana,68500,3797
"Boone County, Indiana",Boone County, Indiana,207500,7339
"Brown County, Indiana",Brown County, Indiana,174800,9119
"Carroll County, Indiana",Carroll County, Indiana,124100,7067
"Cass County, Indiana",Cass County, Indiana,84100,2461
"Clark County, Indiana",Clark County, Indiana,131500,2661
"Clay County, Indiana",Clay County, Indiana,96000,6362
"Clinton County, Indiana",Clinton County, Indiana,103700,6019
"Crawford County, Indiana",Crawford County, Indiana,86700,5055
"Daviess County, Indiana",Daviess County, Indiana,115400,6075
"Dearborn County, Indiana",Dearborn County, Indiana,160800,4012
