Geography,County,State,Latitude,Longitude
"Taylor County, Florida",Taylor County,Florida,30.0993767,-83.67739279999999
"Union County, Florida",Union County,Florida,30.0745112,-82.34518899999999
"Volusia County, Florida",Volusia County,Florida,29.0279842,-81.0754657
"Wakulla County, Florida",Wakulla County,Florida,30.1301689,-84.3542049
"Walton County, Florida",Walton County,Florida,30.56401989999999,-86.17517590000001
"Washington County, Florida",Washington County,Florida,30.548737,-85.684578
"Appling County, Georgia",Appling County,Georgia,31.712238,-82.25832969999999
"Atkinson County, Georgia",Atkinson County,Georgia,31.2932161,-82.8640623
"Bacon County, Georgia",Bacon County,Georgia,31.5412085,-82.4319405
"Baker County, Georgia",Baker County,Georgia,31.2816037,-84.4802606
"Baldwin County, Georgia",Baldwin County,Georgia,33.0338083,-83.2934086
"Banks County, Georgia",Banks County,Georgia,34.378542,-83.46435509999999
"Barrow County, Georgia",Barrow County,Georgia,34.0142667,-83.6986568
"Bartow County, Georgia",Bartow County,Georgia,34.2660473,-84.8150781
"Ben Hill County, Georgia",Ben Hill County,Georgia,31.7664035,-83.2077645
"Berrien County, Georgia",Berrien County,Georgia,31.3118535,-83.2077645
"Bibb County, Georgia",Bibb County,Georgia,32.7865735,-83.7199136
"Bleckley County, Georgia",Bleckley County,Georgia,32.4087854,-83.3789389
"Brantley County, Georgia",Brantley County,Georgia,31.1510963,-81.9971108
"Brooks County, Georgia",Brooks County,Georgia,30.8730159,-83.54965659999999
"Bryan County, Georgia",Bryan County,Georgia,32.0236584,-81.47183869999999
"Bulloch County, Georgia",Bulloch County,Georgia,32.3595678,-81.77870209999999
"Burke County, Georgia",Burke County,Georgia,33.088805,-81.9534815
"Butts County, Georgia",Butts County,Georgia,33.2691443,-83.9532571
"Calhoun County, Georgia",Calhoun County,Georgia,31.5621777,-84.6479124
"Camden County, Georgia",Camden County,Georgia,30.898276,-81.6035062
"Candler County, Georgia",Candler County,Georgia,32.4241804,-82.08429009999999
"Carroll County, Georgia",Carroll County,Georgia,33.5642239,-85.0649071
"Catoosa County, Georgia",Catoosa County,Georgia,34.8981727,-85.14793639999999
"Charlton County, Georgia",Charlton County,Georgia,30.7917361,-82.08429009999999
"Chatham County, Georgia",Chatham County,Georgia,31.9994194,-81.1196075
"Chattahoochee County, Georgia",Chattahoochee County,Georgia,32.2952274,-84.8150781
"Chattooga County, Georgia",Chattooga County,Georgia,34.4632661,-85.31362179999999
"Cherokee County, Georgia",Cherokee County,Georgia,34.2514526,-84.4802606
"Clarke County, Georgia",Clarke County,Georgia,33.9519347,-83.357567
"Clay County, Georgia",Clay County,Georgia,31.6447931,-85.0025539
"Clayton County, Georgia",Clayton County,Georgia,33.5571944,-84.375233
"Clinch County, Georgia",Clinch County,Georgia,30.9716985,-82.82097399999999
"Cobb County, Georgia",Cobb County,Georgia,33.8999297,-84.56414699999999
"Coffee County, Georgia",Coffee County,Georgia,31.5182285,-82.82097399999999
"Colquitt County, Georgia",Colquitt County,Georgia,31.2072856,-83.8473015
"Columbia County, Georgia",Columbia County,Georgia,33.5098514,-82.25832969999999
"Cook County, Georgia",Cook County,Georgia,31.1428037,-83.46435509999999
"Coweta County, Georgia",Coweta County,Georgia,33.3716708,-84.7315563
"Crawford County, Georgia",Crawford County,Georgia,32.7090798,-83.9744262
"Crisp County, Georgia",Crisp County,Georgia,31.8875724,-83.804868
"Dade County, Georgia",Dade County,Georgia,34.9109017,-85.47880649999999
"Dawson County, Georgia",Dawson County,Georgia,34.412912,-84.14351359999999
"Decatur County, Georgia",Decatur County,Georgia,30.8720058,-84.5222189
"DeKalb County, Georgia",DeKalb County,Georgia,33.7956441,-84.2278796
"Dodge County, Georgia",Dodge County,Georgia,32.1287268,-83.2077645
"Dooly County, Georgia",Dooly County,Georgia,32.1593447,-83.804868
"Dougherty County, Georgia",Dougherty County,Georgia,31.5439375,-84.2278796
"Douglas County, Georgia",Douglas County,Georgia,33.7290225,-84.7315563
"Early County, Georgia",Early County,Georgia,31.3901106,-84.8984775
"Echols County, Georgia",Echols County,Georgia,30.7503289,-82.95015579999999
"Effingham County, Georgia",Effingham County,Georgia,32.378148,-81.38393260000001
"Elbert County, Georgia",Elbert County,Georgia,34.0795372,-82.8640623
"Emanuel County, Georgia",Emanuel County,Georgia,32.5726629,-82.3017728
"Evans County, Georgia",Evans County,Georgia,32.1427011,-81.909826
"Fannin County, Georgia",Fannin County,Georgia,34.8580405,-84.2278796
"Fayette County, Georgia",Fayette County,Georgia,33.4502206,-84.4802606
"Floyd County, Georgia",Floyd County,Georgia,34.2828967,-85.2308414
"Forsyth County, Georgia",Forsyth County,Georgia,34.2358502,-84.14351359999999
"Franklin County, Georgia",Franklin County,Georgia,34.3645724,-83.2077645
"Fulton County, Georgia",Fulton County,Georgia,33.8033965,-84.3962535
"Gilmer County, Georgia",Gilmer County,Georgia,34.6935359,-84.4802606
"Glascock County, Georgia",Glascock County,Georgia,33.2422994,-82.6267345
"Glynn County, Georgia",Glynn County,Georgia,31.2624169,-81.6035062
"Gordon County, Georgia",Gordon County,Georgia,34.4891699,-84.8567932
"Grady County, Georgia",Grady County,Georgia,30.9050079,-84.2278796
"Greene County, Georgia",Greene County,Georgia,33.5186591,-83.1649001
"Gwinnett County, Georgia",Gwinnett County,Georgia,33.9190653,-84.01674229999999
"Habersham County, Georgia",Habersham County,Georgia,34.6478893,-83.54965659999999
"Hall County, Georgia",Hall County,Georgia,34.30778,-83.804868
"Hancock County, Georgia",Hancock County,Georgia,33.2882621,-83.03613759999999
"Haralson County, Georgia",Haralson County,Georgia,33.8021715,-85.1900684
"Harris County, Georgia",Harris County,Georgia,32.7032697,-84.8567932
"Hart County, Georgia",Hart County,Georgia,34.3500039,-82.95015579999999
"Heard County, Georgia",Heard County,Georgia,33.2990406,-85.14793639999999
"Henry County, Georgia",Henry County,Georgia,33.4347963,-84.14351359999999
"Houston County, Georgia",Houston County,Georgia,32.4219655,-83.63484299999999
"Irwin County, Georgia",Irwin County,Georgia,31.5893221,-83.2934086
"Jackson County, Georgia",Jackson County,Georgia,34.1174511,-83.54965659999999
"Jasper County, Georgia",Jasper County,Georgia,33.3246924,-83.7199136
"Jeff Davis County, Georgia",Jeff Davis County,Georgia,31.8234851,-82.605118
"Jefferson County, Georgia",Jefferson County,Georgia,33.0740753,-82.4319405
"Jenkins County, Georgia",Jenkins County,Georgia,32.7781246,-81.9971108
"Johnson County, Georgia",Johnson County,Georgia,32.7308194,-82.6915429
"Jones County, Georgia",Jones County,Georgia,33.0002582,-83.5070203
"Lamar County, Georgia",Lamar County,Georgia,33.0765883,-84.14351359999999
"Lanier County, Georgia",Lanier County,Georgia,31.02912689999999,-83.03613759999999
"Laurens County, Georgia",Laurens County,Georgia,32.433014,-82.99316069999999
"Lee County, Georgia",Lee County,Georgia,31.8128435,-84.14351359999999
"Liberty County, Georgia",Liberty County,Georgia,31.842969,-81.47183869999999
"Lincoln County, Georgia",Lincoln County,Georgia,33.7875101,-82.4319405
"Long County, Georgia",Long County,Georgia,31.7755541,-81.8224362
"Lowndes County, Georgia",Lowndes County,Georgia,30.8600022,-83.2934086
"Lumpkin County, Georgia",Lumpkin County,Georgia,34.5813972,-83.9744262
"McDuffie County, Georgia",McDuffie County,Georgia,33.5258626,-82.5185837
"McIntosh County, Georgia",McIntosh County,Georgia,31.4748147,-81.38393260000001
"Macon County, Georgia",Macon County,Georgia,32.3523607,-84.05902900000001
"Madison County, Georgia",Madison County,Georgia,34.0990245,-83.2077645
"Marion County, Georgia",Marion County,Georgia,32.328102,-84.5222189
"Meriwether County, Georgia",Meriwether County,Georgia,33.0561282,-84.68974949999999
"Miller County, Georgia",Miller County,Georgia,31.2008218,-84.7315563
"Mitchell County, Georgia",Mitchell County,Georgia,31.2230067,-84.1857115
"Monroe County, Georgia",Monroe County,Georgia,32.9746846,-83.8897057
"Montgomery County, Georgia",Montgomery County,Georgia,32.1802095,-82.5185837
"Morgan County, Georgia",Morgan County,Georgia,33.5794186,-83.46435509999999
"Murray County, Georgia",Murray County,Georgia,34.7928029,-84.7315563
"Muscogee County, Georgia",Muscogee County,Georgia,32.4794133,-84.8984775
"Newton County, Georgia",Newton County,Georgia,33.5544296,-83.8473015
"Oconee County, Georgia",Oconee County,Georgia,33.8231988,-83.4430118
"Oglethorpe County, Georgia",Oglethorpe County,Georgia,33.9119731,-83.03613759999999
"Paulding County, Georgia",Paulding County,Georgia,33.9142037,-84.8984775
"Peach County, Georgia",Peach County,Georgia,32.5892926,-83.8260884
"Pickens County, Georgia",Pickens County,Georgia,34.4497166,-84.4592701
"Pierce County, Georgia",Pierce County,Georgia,31.343806,-82.1713632
"Pike County, Georgia",Pike County,Georgia,33.0881873,-84.3962535
"Polk County, Georgia",Polk County,Georgia,34.0132398,-85.14793639999999
"Pulaski County, Georgia",Pulaski County,Georgia,32.232644,-83.46435509999999
"Putnam County, Georgia",Putnam County,Georgia,33.3069978,-83.3789389
"Quitman County, Georgia",Quitman County,Georgia,31.8485969,-84.981754
"Rabun County, Georgia",Rabun County,Georgia,34.9027286,-83.3789389
"Randolph County, Georgia",Randolph County,Georgia,31.7913398,-84.68974949999999
"Richmond County, Georgia",Richmond County,Georgia,33.3205339,-82.08429009999999
"Rockdale County, Georgia",Rockdale County,Georgia,33.6752492,-84.0378894
"Schley County, Georgia",Schley County,Georgia,32.2736136,-84.3121264
"Screven County, Georgia",Screven County,Georgia,32.7074673,-81.6035062
"Seminole County, Georgia",Seminole County,Georgia,30.9331429,-84.8984775
"Spalding County, Georgia",Spalding County,Georgia,33.2636732,-84.3121264
"Stephens County, Georgia",Stephens County,Georgia,34.5458998,-83.2934086
"Stewart County, Georgia",Stewart County,Georgia,32.1141344,-84.8150781
"Sumter County, Georgia",Sumter County,Georgia,31.9981596,-84.2278796
"Talbot County, Georgia",Talbot County,Georgia,32.6891322,-84.5222189
"Taliaferro County, Georgia",Taliaferro County,Georgia,33.56978780000001,-82.8855961
"Tattnall County, Georgia",Tattnall County,Georgia,32.0634576,-82.08429009999999
"Taylor County, Georgia",Taylor County,Georgia,32.5407455,-84.2278796
"Telfair County, Georgia",Telfair County,Georgia,31.8907647,-82.99316069999999
"Terrell County, Georgia",Terrell County,Georgia,31.7370079,-84.4802606
"Thomas County, Georgia",Thomas County,Georgia,30.8417409,-83.8473015
"Tift County, Georgia",Tift County,Georgia,31.4205597,-83.54965659999999
"Toombs County, Georgia",Toombs County,Georgia,32.0795072,-82.34518899999999
"Towns County, Georgia",Towns County,Georgia,34.9208214,-83.7199136
"Treutlen County, Georgia",Treutlen County,Georgia,32.3870233,-82.5834947
"Troup County, Georgia",Troup County,Georgia,33.0698575,-85.02334599999999
"Turner County, Georgia",Turner County,Georgia,31.6976531,-83.63484299999999
"Twiggs County, Georgia",Twiggs County,Georgia,32.68356,-83.46435509999999
"Union County, Georgia",Union County,Georgia,34.8457601,-83.9744262
"Upson County, Georgia",Upson County,Georgia,32.9047684,-84.3121264
"Walker County, Georgia",Walker County,Georgia,34.6858231,-85.35496499999999
"Walton County, Georgia",Walton County,Georgia,33.7708613,-83.7199136
"Ware County, Georgia",Ware County,Georgia,31.134411,-82.4752757
"Warren County, Georgia",Warren County,Georgia,33.4470392,-82.6915429
"Washington County, Georgia",Washington County,Georgia,32.962702,-82.82097399999999
"Wayne County, Georgia",Wayne County,Georgia,31.5092107,-81.909826
"Webster County, Georgia",Webster County,Georgia,32.0129889,-84.56414699999999
"Wheeler County, Georgia",Wheeler County,Georgia,32.0999794,-82.6915429
"White County, Georgia",White County,Georgia,34.6567728,-83.7199136
"Whitfield County, Georgia",Whitfield County,Georgia,34.8033566,-84.981754
"Wilcox County, Georgia",Wilcox County,Georgia,31.9611759,-83.46435509999999
"Wilkes County, Georgia",Wilkes County,Georgia,33.808264,-82.7778579
"Wilkinson County, Georgia",Wilkinson County,Georgia,32.8024682,-83.1649001
"Worth County, Georgia",Worth County,Georgia,31.5282489,-83.8897057
"Hawaii County, Hawaii",Hawaii County,Hawaii,19.5429151,-155.6658568
"Honolulu County, Hawaii",Honolulu County,Hawaii,21.3069857,-157.8584319
"Kalawao County, Hawaii",Kalawao County,Hawaii,21.2273942,-156.9749731
"Kauai County, Hawaii",Kauai County,Hawaii,21.9661076,-159.5737912
"Maui County, Hawaii",Maui County,Hawaii,20.7983626,-156.3319253
"Ada County, Idaho",Ada County,Idaho,43.478767,-116.2420304
"Adams County, Idaho",Adams County,Idaho,44.9882561,-116.4916092
"Bannock County, Idaho",Bannock County,Idaho,42.5836362,-112.1430215
"Bear Lake County, Idaho",Bear Lake County,Idaho,42.228222,-111.2845025
"Benewah County, Idaho",Benewah County,Idaho,47.2437836,-116.6499425
"Bingham County, Idaho",Bingham County,Idaho,43.2112303,-112.3624146
"Blaine County, Idaho",Blaine County,Idaho,43.4743428,-113.9664446
"Boise County, Idaho",Boise County,Idaho,43.9604787,-115.8563106
"Bonner County, Idaho",Bonner County,Idaho,48.2751783,-116.5931483
"Bonneville County, Idaho",Bonneville County,Idaho,43.4508683,-111.5455289
"Boundary County, Idaho",Boundary County,Idaho,48.7987617,-116.5627065
"Butte County, Idaho",Butte County,Idaho,43.6448198,-113.1841378
"Camas County, Idaho",Camas County,Idaho,43.5093688,-114.8243665
"Canyon County, Idaho",Canyon County,Idaho,43.67795810000001,-116.6865435
"Caribou County, Idaho",Caribou County,Idaho,42.75386839999999,-111.6660725
"Cassia County, Idaho",Cassia County,Idaho,42.358036,-113.5728501
"Clark County, Idaho",Clark County,Idaho,44.1975553,-112.3755497
"Clearwater County, Idaho",Clearwater County,Idaho,46.6775737,-115.5620377
"Custer County, Idaho",Custer County,Idaho,44.3331898,-114.2614334
"Elmore County, Idaho",Elmore County,Idaho,43.1154284,-115.5264458
"Franklin County, Idaho",Franklin County,Idaho,42.2100342,-111.7614661
"Fremont County, Idaho",Fremont County,Idaho,44.2242743,-111.4790031
"Gem County, Idaho",Gem County,Idaho,44.0324936,-116.3589245
"Gooding County, Idaho",Gooding County,Idaho,42.9180557,-114.7494346
"Idaho County, Idaho",Idaho County,Idaho,45.9019541,-115.7237433
"Jefferson County, Idaho",Jefferson County,Idaho,43.7640903,-112.2493671
"Jerome County, Idaho",Jerome County,Idaho,42.712818,-114.3287857
"Kootenai County, Idaho",Kootenai County,Idaho,47.7568407,-116.6222056
"Latah County, Idaho",Latah County,Idaho,46.7360364,-116.6764195
"Lemhi County, Idaho",Lemhi County,Idaho,45.0364592,-113.9230554
"Lewis County, Idaho",Lewis County,Idaho,46.2664791,-116.4054092
"Lincoln County, Idaho",Lincoln County,Idaho,43.0496418,-114.1694407
"Madison County, Idaho",Madison County,Idaho,43.7508332,-111.5583742
"Minidoka County, Idaho",Minidoka County,Idaho,42.8409971,-113.5808126
"Nez Perce County, Idaho",Nez Perce County,Idaho,46.41818139999999,-116.622876
"Oneida County, Idaho",Oneida County,Idaho,42.2059769,-112.5245093
"Owyhee County, Idaho",Owyhee County,Idaho,42.6827359,-116.0622892
"Payette County, Idaho",Payette County,Idaho,44.02051850000001,-116.7205398
"Power County, Idaho",Power County,Idaho,42.7528492,-112.7684521
"Shoshone County, Idaho",Shoshone County,Idaho,47.1746948,-115.9104676
"Teton County, Idaho",Teton County,Idaho,43.7845793,-111.1917625
"Twin Falls County, Idaho",Twin Falls County,Idaho,42.335252,-114.6758916
"Valley County, Idaho",Valley County,Idaho,44.9204669,-115.7926381
"Washington County, Idaho",Washington County,Idaho,44.3658715,-116.7548607
"Adams County, Illinois",Adams County,Illinois,40.0577692,-91.13530200000001
